repo,issue_id,created_at,closed_at,state,labels
encode/starlette,1832,2022-08-29 05:40:54+00:00,,open,"['cors', 'help wanted', 'good first issue']"
encode/starlette,1315,2021-10-17 12:16:01+00:00,,open,['testclient']
encode/starlette,1102,2020-11-25 14:20:09+00:00,,open,"['feature', 'testclient']"
encode/starlette,869,2020-03-20 11:07:31+00:00,,open,[]
encode/starlette,843,2020-02-21 16:01:08+00:00,,open,[]
encode/starlette,734,2019-11-25 16:29:09+00:00,,open,"['feature', 'help wanted']"
encode/starlette,705,2019-11-06 13:43:29+00:00,,open,[]
encode/starlette,685,2019-10-22 21:35:35+00:00,,open,['feature']
encode/starlette,649,2019-09-30 13:04:19+00:00,,open,[]
encode/starlette,51,2018-08-29 10:45:55+00:00,,open,[]
encode/starlette,2906,2025-03-13 19:09:12+00:00,2025-03-16 12:18:02+00:00,closed,[]
encode/starlette,2875,2025-02-21 12:20:51+00:00,2025-02-22 12:35:08+00:00,closed,[]
encode/starlette,2873,2025-02-17 16:03:01+00:00,2025-03-08 08:04:19+00:00,closed,['need confirmation']
encode/starlette,2845,2025-01-09 12:22:52+00:00,2025-02-22 13:42:27+00:00,closed,[]
fastapi/fastapi,13533,2025-03-24 10:13:27+00:00,,open,['bug']
fastapi/fastapi,13440,2025-03-01 17:19:44+00:00,2025-03-01 22:40:52+00:00,closed,['bug']
pandas-dev/pandas,61247,2025-04-07 19:46:37+00:00,,open,"['Enhancement', 'Needs Triage']"
pandas-dev/pandas,61245,2025-04-07 17:32:22+00:00,,open,"['Bug', 'Needs Triage']"
pandas-dev/pandas,61242,2025-04-07 15:06:16+00:00,,open,[]
pandas-dev/pandas,61232,2025-04-04 16:27:25+00:00,,open,"['Enhancement', 'Needs Triage']"
pandas-dev/pandas,61231,2025-04-04 15:34:54+00:00,,open,"['Bug', 'Apply', 'Arrow']"
pandas-dev/pandas,61230,2025-04-04 15:32:05+00:00,,open,"['Enhancement', 'Needs Triage']"
pandas-dev/pandas,61223,2025-04-03 11:15:33+00:00,,open,"['Bug', 'Indexing', 'Needs Discussion']"
pandas-dev/pandas,61221,2025-04-03 00:54:08+00:00,,open,"['Bug', 'Reshaping', 'ExtensionArray']"
pandas-dev/pandas,61218,2025-04-02 15:53:10+00:00,,open,"['Usage Question', 'Needs Info']"
pandas-dev/pandas,61210,2025-04-01 16:11:39+00:00,,open,"['Enhancement', 'Needs Triage']"
pandas-dev/pandas,61209,2025-03-31 15:36:49+00:00,,open,"['Enhancement', 'Needs Triage']"
pandas-dev/pandas,61208,2025-03-31 15:19:29+00:00,,open,"['Bug', 'Error Reporting', 'Timestamp']"
pandas-dev/pandas,61206,2025-03-31 08:18:12+00:00,,open,"['Bug', 'Regression', 'Error Reporting', 'Numeric Operations']"
pandas-dev/pandas,61204,2025-03-31 02:39:29+00:00,,open,"['Bug', 'Missing-data', 'Reduction Operations']"
pandas-dev/pandas,61194,2025-03-28 17:13:59+00:00,,open,"['Enhancement', 'IO Excel']"
pandas-dev/pandas,61191,2025-03-27 22:27:30+00:00,,open,"['Bug', 'Indexing', 'Needs Discussion']"
pandas-dev/pandas,61188,2025-03-27 09:24:05+00:00,,open,"['Bug', 'Datetime', 'good first issue']"
pandas-dev/pandas,61186,2025-03-27 01:57:03+00:00,,open,"['Bug', 'IO Excel']"
pandas-dev/pandas,61180,2025-03-26 11:02:00+00:00,,open,"['Missing-data', 'Performance', 'Needs Info']"
pandas-dev/pandas,61177,2025-03-25 12:21:20+00:00,,open,"['Bug', 'Datetime', 'Dtype Conversions', 'Period', 'Needs Discussion']"
pandas-dev/pandas,61172,2025-03-24 03:07:45+00:00,,open,"['Bug', 'IO CSV', 'Closing Candidate']"
pandas-dev/pandas,61170,2025-03-23 20:08:19+00:00,,open,"['Bug', 'IO JSON']"
pandas-dev/pandas,61166,2025-03-22 10:36:03+00:00,,open,"['Enhancement', 'Filters', 'Sorting']"
pandas-dev/pandas,61164,2025-03-21 21:26:28+00:00,,open,"['Enhancement', 'Reshaping', 'Needs Discussion', 'Needs Info']"
pandas-dev/pandas,61161,2025-03-21 19:34:07+00:00,,open,"['Bug', 'Visualization']"
pandas-dev/pandas,61160,2025-03-21 18:19:54+00:00,,open,"['Enhancement', 'Groupby', 'Needs Discussion']"
pandas-dev/pandas,61224,2025-04-03 11:30:41+00:00,2025-04-03 15:12:31+00:00,closed,"['Enhancement', 'Needs Triage']"
pandas-dev/pandas,61222,2025-04-03 10:37:17+00:00,2025-04-07 16:55:10+00:00,closed,"['Bug', 'Resample', 'Arrow']"
pandas-dev/pandas,61217,2025-04-02 14:12:08+00:00,2025-04-03 02:51:31+00:00,closed,"['Bug', 'Needs Triage']"
pandas-dev/pandas,61213,2025-04-02 02:20:50+00:00,2025-04-02 02:38:39+00:00,closed,"['Bug', 'Needs Triage']"
pandas-dev/pandas,61196,2025-03-28 21:49:48+00:00,2025-03-29 12:30:42+00:00,closed,"['Bug', 'Datetime', 'Warnings']"
pandas-dev/pandas,61189,2025-03-27 15:38:25+00:00,2025-03-28 20:44:37+00:00,closed,"['Bug', 'Algos', 'Strings']"
pandas-dev/pandas,61187,2025-03-27 03:16:47+00:00,2025-03-31 02:16:58+00:00,closed,"['Bug', 'Missing-data', 'Needs Info', 'Reduction Operations']"
pandas-dev/pandas,61182,2025-03-26 16:35:55+00:00,2025-04-04 09:59:28+00:00,closed,"['Bug', 'Missing-data', 'Strings', 'Needs Discussion', 'Closing Candidate']"
pandas-dev/pandas,61179,2025-03-26 07:57:42+00:00,2025-03-26 19:26:41+00:00,closed,"['Bug', 'Missing-data', 'Timestamp']"
pandas-dev/pandas,61175,2025-03-25 10:14:20+00:00,2025-03-31 16:52:37+00:00,closed,"['Bug', 'expressions']"
pandas-dev/pandas,61169,2025-03-23 17:23:42+00:00,2025-03-24 16:35:22+00:00,closed,"['Enhancement', 'Needs Triage']"
pandas-dev/pandas,61165,2025-03-21 23:39:25+00:00,2025-03-22 11:19:36+00:00,closed,"['Bug', 'Datetime', 'IO Parquet']"
pandas-dev/pandas,61159,2025-03-21 05:11:25+00:00,2025-03-22 11:36:51+00:00,closed,"['Bug', 'setops', 'Non-Nano']"
pandas-dev/pandas,61153,2025-03-20 10:12:53+00:00,2025-03-26 13:44:36+00:00,closed,"['Bug', 'Build', 'Upstream issue']"
pandas-dev/pandas,61141,2025-03-17 20:26:18+00:00,2025-03-19 12:34:58+00:00,closed,"['Bug', 'Missing-data', 'Strings']"
pandas-dev/pandas,61139,2025-03-17 14:27:48+00:00,2025-03-19 13:59:25+00:00,closed,"['Docs', 'Closing Candidate']"
numpy/numpy,28655,2025-04-05 15:58:56+00:00,,open,[]
numpy/numpy,28651,2025-04-04 21:30:03+00:00,,open,['00 - Bug']
numpy/numpy,28648,2025-04-04 14:44:22+00:00,,open,"['00 - Bug', 'component: numpy.f2py']"
numpy/numpy,28642,2025-04-03 18:43:50+00:00,,open,[]
numpy/numpy,28641,2025-04-03 17:17:11+00:00,,open,['41 - Static typing']
numpy/numpy,28639,2025-04-03 15:19:23+00:00,,open,['00 - Bug']
numpy/numpy,28636,2025-04-03 13:28:44+00:00,,open,"['00 - Bug', 'triage review']"
numpy/numpy,28630,2025-04-02 19:01:17+00:00,,open,"['00 - Bug', '57 - Close?', 'Priority: low']"
numpy/numpy,28629,2025-04-02 17:08:19+00:00,,open,['04 - Documentation']
numpy/numpy,28628,2025-04-02 16:09:14+00:00,,open,"['00 - Bug', '57 - Close?', 'Priority: low']"
numpy/numpy,28625,2025-04-02 11:01:59+00:00,,open,"['04 - Documentation', '40 - array API standard']"
numpy/numpy,28614,2025-04-01 02:30:20+00:00,,open,['04 - Documentation']
numpy/numpy,28605,2025-03-29 17:35:11+00:00,,open,"['00 - Bug', 'component: numpy.f2py']"
numpy/numpy,28602,2025-03-28 19:44:26+00:00,,open,['00 - Bug']
numpy/numpy,28598,2025-03-27 21:18:09+00:00,,open,[]
numpy/numpy,28596,2025-03-27 19:08:31+00:00,,open,"['00 - Bug', 'component: numpy.datetime64']"
numpy/numpy,28592,2025-03-27 08:48:46+00:00,,open,[]
numpy/numpy,28589,2025-03-26 00:19:14+00:00,,open,['00 - Bug']
numpy/numpy,28578,2025-03-24 16:12:58+00:00,,open,"['component: CI', '39 - free-threading']"
numpy/numpy,28559,2025-03-19 03:25:32+00:00,,open,['04 - Documentation']
numpy/numpy,28551,2025-03-18 15:02:49+00:00,,open,['00 - Bug']
numpy/numpy,28549,2025-03-18 02:15:58+00:00,,open,[]
numpy/numpy,28548,2025-03-17 21:09:29+00:00,,open,"['57 - Close?', 'component: SIMD']"
numpy/numpy,28496,2025-03-13 21:03:34+00:00,,open,['00 - Bug']
numpy/numpy,28665,2025-04-07 15:38:25+00:00,2025-04-07 16:37:19+00:00,closed,"['41 - Static typing', '40 - array API standard']"
numpy/numpy,28658,2025-04-06 10:25:36+00:00,2025-04-06 13:36:14+00:00,closed,['00 - Bug']
numpy/numpy,28656,2025-04-06 03:18:21+00:00,2025-04-06 13:26:26+00:00,closed,['00 - Bug']
numpy/numpy,28652,2025-04-04 21:46:38+00:00,2025-04-04 22:32:33+00:00,closed,[]
numpy/numpy,28620,2025-04-01 21:24:20+00:00,2025-04-02 02:57:42+00:00,closed,['component: numpy.random']
numpy/numpy,28613,2025-04-01 01:05:15+00:00,2025-04-01 06:56:25+00:00,closed,['component: numpy.lib']
numpy/numpy,28609,2025-03-31 12:16:10+00:00,2025-04-04 07:35:07+00:00,closed,['00 - Bug']
numpy/numpy,28606,2025-03-31 02:33:20+00:00,2025-03-31 02:35:12+00:00,closed,[]
numpy/numpy,28604,2025-03-28 23:39:31+00:00,2025-03-30 10:58:57+00:00,closed,['01 - Enhancement']
numpy/numpy,28603,2025-03-28 20:07:12+00:00,2025-04-01 08:09:14+00:00,closed,['00 - Bug']
numpy/numpy,28599,2025-03-28 00:26:07+00:00,2025-03-31 19:05:36+00:00,closed,['00 - Bug']
numpy/numpy,28584,2025-03-25 10:22:25+00:00,2025-03-25 12:27:24+00:00,closed,[]
scikit-learn/scikit-learn,31158,2025-04-07 10:12:34+00:00,,open,"['New Feature', 'Needs Decision - Include Feature']"
scikit-learn/scikit-learn,31149,2025-04-04 20:08:35+00:00,,open,['Bug']
scikit-learn/scikit-learn,31133,2025-04-02 14:02:28+00:00,,open,"['New Feature', 'Needs Decision - Include Feature']"
scikit-learn/scikit-learn,31129,2025-04-02 10:23:00+00:00,,open,['Documentation']
scikit-learn/scikit-learn,31128,2025-04-02 04:44:40+00:00,,open,['Bug']
scikit-learn/scikit-learn,31123,2025-04-01 12:37:00+00:00,,open,"['Build / CI', 'Needs Investigation']"
scikit-learn/scikit-learn,31098,2025-03-28 09:41:18+00:00,,open,"['Bug', 'Build / CI']"
scikit-learn/scikit-learn,31093,2025-03-27 16:08:00+00:00,,open,['Bug']
scikit-learn/scikit-learn,31091,2025-03-27 07:45:52+00:00,,open,['RFC']
scikit-learn/scikit-learn,31077,2025-03-26 10:12:18+00:00,,open,['Bug']
scikit-learn/scikit-learn,31073,2025-03-26 03:34:58+00:00,,open,"['New Feature', 'Needs Reproducible Code']"
scikit-learn/scikit-learn,31059,2025-03-24 11:29:39+00:00,,open,"['Bug', 'Needs Info']"
scikit-learn/scikit-learn,31051,2025-03-21 22:43:24+00:00,,open,['Bug']
scikit-learn/scikit-learn,31049,2025-03-21 13:15:28+00:00,,open,['RFC']
scikit-learn/scikit-learn,31039,2025-03-20 21:03:27+00:00,,open,"['Documentation', 'RFC']"
scikit-learn/scikit-learn,31143,2025-04-03 16:30:32+00:00,2025-04-07 17:48:33+00:00,closed,"['New Feature', 'Needs Decision - Include Feature']"
scikit-learn/scikit-learn,31131,2025-04-02 13:09:43+00:00,2025-04-04 12:46:53+00:00,closed,['Documentation']
scikit-learn/scikit-learn,31110,2025-03-31 02:34:14+00:00,2025-03-31 06:01:25+00:00,closed,['Build / CI']
matplotlib/matplotlib,29883,2025-04-07 16:42:31+00:00,,open,['Release critical']
matplotlib/matplotlib,29882,2025-04-07 12:45:02+00:00,,open,['third-party integration']
matplotlib/matplotlib,29878,2025-04-06 14:22:17+00:00,,open,"['New feature', 'topic: mplot3d']"
matplotlib/matplotlib,29874,2025-04-06 08:27:11+00:00,,open,[]
matplotlib/matplotlib,29866,2025-04-03 19:33:12+00:00,,open,"['New feature', 'topic: text/fonts']"
matplotlib/matplotlib,29863,2025-04-03 12:00:58+00:00,,open,['New feature']
matplotlib/matplotlib,29860,2025-04-03 10:56:43+00:00,,open,['API: argument checking']
matplotlib/matplotlib,29856,2025-04-02 07:56:41+00:00,,open,"['status: confirmed bug', 'topic: animation', 'status: needs comment/discussion']"
matplotlib/matplotlib,29854,2025-04-01 19:24:54+00:00,,open,['Build']
matplotlib/matplotlib,29852,2025-04-01 18:23:59+00:00,,open,"['status: confirmed bug', 'Build']"
matplotlib/matplotlib,29849,2025-04-01 12:27:51+00:00,,open,['Maintenance']
matplotlib/matplotlib,29844,2025-04-01 10:05:06+00:00,,open,['Maintenance']
matplotlib/matplotlib,29825,2025-03-28 17:58:20+00:00,,open,[]
matplotlib/matplotlib,29822,2025-03-28 15:34:50+00:00,,open,['Maintenance']
matplotlib/matplotlib,29815,2025-03-26 23:51:45+00:00,,open,"['topic: mpl_toolkit', 'topic: geometry manager']"
matplotlib/matplotlib,29813,2025-03-26 23:35:03+00:00,,open,['Maintenance']
matplotlib/matplotlib,29806,2025-03-25 21:44:30+00:00,,open,['topic: text']
matplotlib/matplotlib,29797,2025-03-24 00:25:50+00:00,,open,"['OS: Microsoft', 'topic: testing', 'Maintenance']"
matplotlib/matplotlib,29791,2025-03-21 18:43:11+00:00,,open,"['topic: text/usetex', 'status: has patch']"
matplotlib/matplotlib,29790,2025-03-21 14:26:01+00:00,,open,['topic: text/usetex']
matplotlib/matplotlib,29782,2025-03-20 11:15:04+00:00,,open,"['New feature', 'API: changes']"
matplotlib/matplotlib,29780,2025-03-19 14:19:52+00:00,,open,['status: confirmed bug']
matplotlib/matplotlib,29778,2025-03-19 00:06:01+00:00,,open,['topic: images']
matplotlib/matplotlib,29775,2025-03-18 23:35:39+00:00,,open,['Documentation']
matplotlib/matplotlib,29774,2025-03-18 23:17:10+00:00,,open,['topic: testing']
matplotlib/matplotlib,29761,2025-03-16 14:21:19+00:00,,open,"['topic: color/alpha', 'topic: color/color & colormaps', 'topic: pcolor/pcolormesh']"
matplotlib/matplotlib,29743,2025-03-12 13:36:08+00:00,,open,['status: confirmed bug']
matplotlib/matplotlib,29865,2025-04-03 17:56:23+00:00,2025-04-03 21:13:47+00:00,closed,['Maintenance']
matplotlib/matplotlib,29864,2025-04-03 17:44:06+00:00,2025-04-04 05:48:06+00:00,closed,[]
matplotlib/matplotlib,29857,2025-04-02 10:04:46+00:00,2025-04-02 13:04:36+00:00,closed,[]
matplotlib/matplotlib,29845,2025-04-01 10:14:08+00:00,2025-04-01 18:21:21+00:00,closed,"['Maintenance', 'CI: testing']"
matplotlib/matplotlib,29837,2025-03-31 00:09:50+00:00,2025-03-31 22:31:09+00:00,closed,[]
matplotlib/matplotlib,29835,2025-03-30 19:04:49+00:00,2025-03-30 23:21:14+00:00,closed,['status: needs clarification']
matplotlib/matplotlib,29826,2025-03-29 00:26:39+00:00,2025-04-01 00:02:30+00:00,closed,['New feature']
matplotlib/matplotlib,29824,2025-03-28 17:35:37+00:00,2025-03-29 00:33:37+00:00,closed,[]
matplotlib/matplotlib,29812,2025-03-26 23:30:53+00:00,2025-03-27 09:01:15+00:00,closed,['Maintenance']
matplotlib/matplotlib,29811,2025-03-26 21:56:01+00:00,2025-03-26 23:18:52+00:00,closed,['Community support']
matplotlib/matplotlib,29809,2025-03-26 14:54:24+00:00,2025-03-28 11:15:21+00:00,closed,['topic: mpl_toolkit']
matplotlib/matplotlib,29805,2025-03-25 19:05:35+00:00,2025-03-25 19:42:22+00:00,closed,[]
matplotlib/matplotlib,29802,2025-03-25 00:13:33+00:00,2025-03-25 07:09:37+00:00,closed,['status: upstream fix required']
pytorch/pytorch,150779,2025-04-07 19:20:57+00:00,,open,"['high priority', 'triage review', 'module: ci', 'module: tests', 'module: regression']"
pytorch/pytorch,150776,2025-04-07 17:10:28+00:00,,open,[]
pytorch/pytorch,150775,2025-04-07 17:10:16+00:00,,open,[]
pytorch/pytorch,150772,2025-04-07 15:42:33+00:00,,open,"['triaged', 'module: flaky-tests', 'skipped', 'module: mta']"
pytorch/pytorch,150769,2025-04-07 14:20:28+00:00,,open,"['triaged', 'intel', 'module: hpu']"
pytorch/pytorch,150765,2025-04-07 11:54:56+00:00,,open,"['oncall: pt2', 'module: dynamo', 'dynamo-triage-jan2025']"
pytorch/pytorch,150757,2025-04-07 08:39:56+00:00,,open,['oncall: pt2']
pytorch/pytorch,150752,2025-04-07 06:45:16+00:00,,open,"['triaged', 'module: flaky-tests', 'skipped', 'module: mta']"
pytorch/pytorch,150747,2025-04-07 00:59:18+00:00,,open,"['triaged', 'module: flaky-tests', 'skipped', 'module: mta']"
pytorch/pytorch,150746,2025-04-06 21:28:07+00:00,,open,"['needs reproduction', 'oncall: quantization', 'oncall: pt2', 'oncall: export']"
pytorch/pytorch,150745,2025-04-06 20:16:45+00:00,,open,"['module: build', 'module: ci', 'triaged', 'module: nccl']"
pytorch/pytorch,150742,2025-04-06 14:55:01+00:00,,open,"['module: binaries', 'oncall: releng', 'module: ci', 'enhancement', 'has workaround']"
pytorch/pytorch,150734,2025-04-05 18:56:15+00:00,,open,"['needs reproduction', 'oncall: distributed']"
pytorch/pytorch,150725,2025-04-05 06:44:41+00:00,,open,"['module: performance', 'module: nn', 'module: cuda', 'triaged', 'Blackwell']"
pytorch/pytorch,150756,2025-04-07 07:24:57+00:00,2025-04-07 14:19:46+00:00,closed,"['triaged', 'module: float8']"
pytorch/pytorch,150743,2025-04-06 17:40:26+00:00,2025-04-07 04:03:35+00:00,closed,[]
pytorch/pytorch,150741,2025-04-06 14:33:59+00:00,2025-04-07 14:34:47+00:00,closed,[]
pytorch/pytorch,150733,2025-04-05 13:46:44+00:00,2025-04-06 07:29:18+00:00,closed,"['module: binaries', 'module: cuda', 'triaged']"
pytorch/pytorch,150724,2025-04-05 04:00:18+00:00,2025-04-05 18:46:51+00:00,closed,"['needs reproduction', 'module: binaries']"
pytorch/pytorch,150665,2025-04-04 03:19:03+00:00,2025-04-04 21:21:12+00:00,closed,[]
pytorch/pytorch,150616,2025-04-03 12:35:06+00:00,2025-04-07 17:41:11+00:00,closed,"['triaged', 'module: python frontend']"
pytorch/pytorch,150615,2025-04-03 12:13:58+00:00,2025-04-04 14:28:09+00:00,closed,[]
pytorch/pytorch,150610,2025-04-03 09:11:56+00:00,2025-04-07 01:20:58+00:00,closed,"['module: autograd', 'module: optimizer', 'triaged']"
pytorch/pytorch,150604,2025-04-03 06:50:01+00:00,2025-04-03 08:33:58+00:00,closed,[]
pytorch/pytorch,150592,2025-04-03 02:00:43+00:00,2025-04-03 23:18:05+00:00,closed,"['module: onnx', 'triaged']"
tensorflow/tensorflow,90807,2025-04-07 14:30:28+00:00,,open,['type:bug']
tensorflow/tensorflow,90792,2025-04-07 08:54:10+00:00,,open,['type:bug']
tensorflow/tensorflow,90790,2025-04-07 08:50:41+00:00,,open,['type:bug']
tensorflow/tensorflow,90784,2025-04-07 05:27:43+00:00,,open,['type:support']
tensorflow/tensorflow,90809,2025-04-07 15:33:07+00:00,2025-04-07 18:20:09+00:00,closed,['type:feature']
tensorflow/tensorflow,90799,2025-04-07 10:17:55+00:00,2025-04-07 18:21:40+00:00,closed,['type:bug']
tensorflow/tensorflow,90694,2025-04-04 09:42:34+00:00,2025-04-06 02:04:02+00:00,closed,"['type:bug', 'invalid']"
tensorflow/tensorflow,90586,2025-04-03 21:04:12+00:00,2025-04-05 11:11:20+00:00,closed,['type:support']
huggingface/transformers,37351,2025-04-07 18:08:05+00:00,,open,['bug']
huggingface/transformers,37345,2025-04-07 14:08:53+00:00,,open,['Feature request']
huggingface/transformers,37339,2025-04-07 09:33:30+00:00,,open,['bug']
huggingface/transformers,37334,2025-04-07 06:23:44+00:00,,open,['New model']
huggingface/transformers,37333,2025-04-07 06:17:01+00:00,,open,['bug']
huggingface/transformers,37326,2025-04-06 18:22:12+00:00,,open,['bug']
huggingface/transformers,37325,2025-04-06 16:40:52+00:00,,open,"['Usage', 'bug']"
huggingface/transformers,37322,2025-04-06 08:56:04+00:00,,open,['bug']
huggingface/transformers,37321,2025-04-06 08:55:44+00:00,,open,['bug']
huggingface/transformers,37316,2025-04-06 01:58:14+00:00,,open,['Feature request']
huggingface/transformers,37314,2025-04-06 00:21:47+00:00,,open,['bug']
huggingface/transformers,37311,2025-04-05 22:48:37+00:00,,open,[]
huggingface/transformers,37303,2025-04-05 07:24:53+00:00,,open,['bug']
huggingface/transformers,37302,2025-04-05 06:51:58+00:00,,open,['bug']
huggingface/transformers,37301,2025-04-05 04:44:28+00:00,,open,['bug']
huggingface/transformers,37300,2025-04-05 04:23:28+00:00,,open,['bug']
huggingface/transformers,37299,2025-04-05 00:51:34+00:00,,open,['bug']
huggingface/transformers,37296,2025-04-04 22:43:23+00:00,,open,[]
huggingface/transformers,37293,2025-04-04 21:00:57+00:00,,open,['WIP']
huggingface/transformers,37265,2025-04-03 21:36:41+00:00,,open,[]
huggingface/transformers,37336,2025-04-07 08:39:49+00:00,2025-04-07 12:14:02+00:00,closed,[]
huggingface/transformers,37323,2025-04-06 09:32:26+00:00,2025-04-07 07:21:12+00:00,closed,['bug']
huggingface/transformers,37317,2025-04-06 04:27:50+00:00,2025-04-06 05:59:52+00:00,closed,['bug']
huggingface/transformers,37288,2025-04-04 15:58:32+00:00,2025-04-07 14:34:39+00:00,closed,[]
huggingface/transformers,37287,2025-04-04 15:52:29+00:00,2025-04-07 14:34:57+00:00,closed,[]
huggingface/transformers,37286,2025-04-04 15:42:59+00:00,2025-04-07 14:34:33+00:00,closed,[]
huggingface/transformers,37269,2025-04-04 07:18:16+00:00,2025-04-05 05:29:39+00:00,closed,['bug']
huggingface/transformers,37238,2025-04-03 08:23:59+00:00,2025-04-03 12:12:02+00:00,closed,['bug']
dask/dask,11872,2025-04-06 13:19:06+00:00,,open,['needs triage']
dask/dask,11865,2025-04-02 18:29:08+00:00,,open,['needs triage']
dask/dask,11864,2025-04-02 15:51:24+00:00,,open,['needs triage']
dask/dask,11854,2025-03-31 01:53:11+00:00,,open,['needs triage']
dask/dask,11853,2025-03-29 03:24:32+00:00,,open,['needs triage']
dask/dask,11850,2025-03-26 05:07:54+00:00,,open,['needs triage']
dask/dask,11838,2025-03-21 10:02:52+00:00,,open,['documentation']
dask/dask,11833,2025-03-18 17:03:36+00:00,,open,['needs triage']
dask/dask,11832,2025-03-18 14:23:19+00:00,,open,['needs triage']
dask/dask,11831,2025-03-18 11:39:57+00:00,,open,"['array', 'discussion', 'p2', 'feature']"
dask/dask,11830,2025-03-17 17:46:08+00:00,,open,['needs triage']
dask/dask,11829,2025-03-14 09:37:58+00:00,,open,['needs triage']
dask/dask,11827,2025-03-12 17:03:40+00:00,,open,['needs triage']
dask/dask,11825,2025-03-12 03:20:19+00:00,,open,['needs triage']
dask/dask,11816,2025-03-06 14:23:14+00:00,,open,['needs triage']
dask/dask,11815,2025-03-05 14:31:58+00:00,,open,"['dataframe', 'bug']"
dask/dask,11806,2025-03-04 12:17:05+00:00,,open,['needs triage']
dask/dask,11800,2025-02-28 16:52:57+00:00,,open,"['array', 'bug']"
dask/dask,11798,2025-02-27 19:44:52+00:00,,open,['needs triage']
dask/dask,11789,2025-02-27 04:08:28+00:00,,open,"['documentation', 'discussion']"
dask/dask,11785,2025-02-26 13:00:04+00:00,,open,['needs triage']
dask/dask,11778,2025-02-25 03:13:16+00:00,,open,"['array', 'io', 'needs attention', 'enhancement']"
